Data taken at Fri Jul 19 12:20:12 2024
Eff0_320mv_75C,99.990,57.627,49.239,45.743,40.907,39.412,37.237,35.379,33.241,32.033,31.672,30.791,29.371,28.167,28.126,27.538,26.682,27.122,26.270,26.006,25.618,25.304,24.821,24.778,24.849
Current0_330mv_75C,21.917,21.672,22.841,24.690,25.979,27.308,27.989,29.101,30.733,32.814,34.224,35.650,37.060,38.443,39.887,41.271,42.205,44.146,45.541,46.977,48.370,49.811,51.208,51.952,54.123
Bist0_330mv_75C,0.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
Eff0_330mv_75C,99.990,60.098,52.783,48.906,45.026,42.071,38.808,36.681,35.511,34.998,33.895,32.954,32.116,31.355,30.725,30.118,29.260,29.148,28.702,28.320,27.945,27.626,27.308,26.679,26.802
Current0_340mv_75C,22.403,22.864,23.367,25.356,25.341,28.133,29.567,30.971,32.416,32.977,35.336,36.019,38.256,38.957,39.705,41.873,44.054,44.864,47.017,48.250,49.245,50.669,52.493,53.610,55.034
Bist0_340mv_75C,0.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
Eff0_340mv_75C,99.990,65.327,55.636,51.747,45.252,44.656,42.239,40.222,38.590,36.239,36.057,34.304,34.157,32.737,31.512,31.483,31.467,30.520,30.530,29.969,29.313,28.954,28.843,28.365,28.079
Current0_350mv_75C,23.185,23.492,24.724,26.041,26.622,28.186,29.661,31.858,31.892,34.100,35.375,36.147,38.591,40.477,41.690,43.271,44.747,46.213,48.120,50.042,50.943,52.352,53.812,55.490,55.490
Bist0_350mv_75C,0.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
Eff0_350mv_75C,99.990,69.095,60.599,54.707,48.937,46.056,43.619,42.591,39.084,38.575,37.159,35.438,35.470,35.015,34.061,33.491,32.903,32.362,32.166,31.996,31.215,30.795,30.437,30.223,29.144
Current1_250mv_75C,17.298,18.135,19.061,20.027,20.992,21.804,22.966,23.967,24.468,25.970,26.973,27.462,28.935,29.548,30.275,30.932,31.585,31.562,31.137,30.474,28.626,26.492,23.801,19.907,19.588
Bist1_250mv_75C,0.999,0.996,0.991,0.972,0.937,0.841,0.613,0.316,0.077,0.008,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Eff1_250mv_75C,45.481,38.235,33.670,30.925,29.429,30.269,39.379,72.473,99.990,99.990,99.990,99.990,99.990,99.990,99.990,99.990,99.990,99.990,99.990,99.990,99.990,99.990,99.990,99.990,99.990
Current1_260mv_75C,17.190,18.156,19.155,20.181,21.236,22.276,23.195,24.396,25.451,26.516,27.039,28.215,29.678,30.743,31.792,32.735,33.155,34.347,34.550,34.860,34.613,34.227,32.172,29.729,28.287
Bist1_260mv_75C,0.000,1.000,0.999,0.998,0.993,0.981,0.946,0.874,0.699,0.427,0.151,0.025,0.002,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Eff1_260mv_75C,99.990,39.681,34.903,31.558,29.201,27.574,26.796,27.705,33.136,52.216,99.990,99.990,99.990,99.990,99.990,99.990,99.990,99.990,99.990,99.990,99.990,99.990,99.990,99.990,99.990
Current1_270mv_75C,18.092,18.279,19.892,20.945,22.006,22.537,24.186,25.291,26.379,27.497,28.057,29.158,30.760,31.392,32.466,33.135,34.668,35.741,37.331,38.224,38.978,39.200,39.474,39.427,38.815
Bist1_270mv_75C,0.000,1.000,1.000,1.000,1.000,0.999,0.998,0.994,0.981,0.951,0.881,0.740,0.498,0.235,0.074,0.014,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Eff1_270mv_75C,99.990,41.475,37.614,33.948,31.214,28.422,27.492,26.236,25.413,25.227,25.803,29.814,43.803,89.080,99.990,99.990,99.990,99.990,99.990,99.990,99.990,99.990,99.990,99.990,99.990
Current1_280mv_75C,18.910,19.490,20.492,21.030,22.704,23.829,24.962,26.118,26.671,28.406,29.547,30.718,31.882,33.032,33.603,35.354,35.928,37.677,38.847,39.979,41.116,42.140,43.057,43.393,43.837
Bist1_280mv_75C,0.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.998,0.995,0.982,0.950,0.893,0.774,0.561,0.344,0.138,0.043,0.011,0.001,0.000,0.000,0.000,0.000
Eff1_280mv_75C,99.990,45.860,40.181,35.344,33.391,31.152,29.368,27.937,26.156,25.753,24.961,24.545,24.688,25.594,28.369,39.041,61.484,99.990,99.990,99.990,99.990,99.990,99.990,99.990,99.990
Current1_290mv_75C,19.501,20.037,20.398,20.932,22.788,23.842,24.436,26.299,28.092,29.266,30.158,31.665,31.684,33.447,35.132,36.455,37.669,38.886,40.066,41.178,41.898,43.050,44.085,45.356,46.388
Bist1_290mv_75C,0.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.999,0.997,0.992,0.978,0.953,0.891,0.781,0.601,0.388,0.197,0.076,0.021,0.003,0.000
Eff1_290mv_75C,99.990,48.829,41.425,36.436,34.708,32.280,29.775,29.132,28.527,27.432,26.254,25.740,24.191,24.158,24.312,24.533,25.762,28.875,36.918,56.228,99.990,99.990,99.990,99.990,99.990
Current1_300mv_75C,20.149,20.675,21.584,22.885,24.084,25.278,25.821,27.161,29.000,29.833,31.467,32.756,34.035,35.267,35.923,37.807,38.092,39.698,41.553,42.858,44.149,45.203,46.683,47.920,47.971
Bist1_300mv_75C,0.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.999,0.996,0.990,0.976,0.946,0.886,0.782,0.580,0.411,0.226
Eff1_300mv_75C,99.990,52.122,45.345,41.210,37.948,35.403,32.548,31.124,30.462,28.927,28.332,27.526,26.814,26.153,25.168,25.119,24.099,24.063,24.397,24.819,26.181,29.150,39.000,54.461,95.741
Current1_310mv_75C,20.876,21.427,21.835,23.607,24.829,26.087,27.351,28.632,29.905,31.222,32.507,33.826,35.148,36.476,37.763,39.059,40.397,41.336,43.020,43.406,45.000,46.275,47.416,48.904,50.848
Bist1_310mv_75C,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.999,0.997,0.994,0.983,0.960,0.927,0.812
Eff1_310mv_75C,67.979,55.819,47.401,43.927,40.426,37.754,35.625,33.903,32.460,31.283,30.243,29.373,28.613,27.948,27.326,26.777,26.312,25.648,25.495,24.650,24.562,24.530,24.752,25.445,29.136
Current1_320mv_75C,21.332,21.440,22.945,24.163,25.444,25.810,27.407,28.723,29.683,31.416,32.734,33.760,34.458,36.783,38.565,39.474,40.895,41.900,43.615,44.950,46.061,47.688,49.026,51.129,52.501
Bist1_320mv_75C,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.999,0.997,0.994,0.987
Eff1_320mv_75C,71.705,57.654,51.418,46.411,42.763,38.558,36.849,35.109,33.259,32.493,31.437,30.261,28.956,29.092,28.807,27.934,27.493,26.827,26.656,26.281,25.815,25.674,25.428,25.626,25.544
Current1_330mv_75C,22.048,22.219,23.683,24.944,25.818,27.625,28.824,29.696,31.773,33.195,34.648,35.328,37.457,38.939,40.196,41.770,43.222,44.423,46.080,47.498,47.551,49.631,51.007,52.672,53.879
Bist1_330mv_75C,0.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
Eff1_330mv_75C,99.990,61.616,54.731,49.408,44.747,42.559,39.965,37.432,36.712,35.405,34.315,32.656,32.460,31.759,30.963,30.482,29.965,29.331,29.042,28.634,27.472,27.527,27.204,27.054,26.689
Current1_340mv_75C,22.646,23.153,24.386,25.698,26.927,28.480,29.183,30.278,32.073,33.512,34.588,36.465,37.909,39.163,40.882,42.315,43.628,46.077,46.819,47.972,48.741,51.234,52.463,54.233,56.250
Bist1_340mv_75C,0.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
Eff1_340mv_75C,99.990,66.151,58.062,52.446,48.084,45.206,41.689,39.322,38.182,36.826,35.293,34.729,33.847,32.910,32.446,31.816,31.163,31.345,30.402,29.796,29.012,29.277,28.827,28.695,28.699
Current1_350mv_75C,56.297,24.033,24.373,26.053,27.420,28.320,30.274,32.292,33.984,35.441,36.923,38.453,38.982,40.714,42.192,43.434,45.267,46.765,48.830,49.568,51.423,53.797,54.898,56.948,58.563
Bist1_350mv_75C,0.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
Eff1_350mv_75C,99.990,70.685,59.738,54.733,50.404,46.275,44.520,43.171,41.647,40.092,38.785,37.699,35.829,35.220,34.470,33.618,33.285,32.749,32.640,31.693,31.509,31.645,31.051,31.017,30.758
Current4_250mv_75C,17.070,17.480,18.489,19.772,20.877,21.840,22.821,23.803,24.782,25.769,26.750,27.745,28.719,29.728,30.042,31.715,32.727,33.513,34.688,35.192,36.160,37.593,38.387,39.221,39.549
Bist4_250mv_75C,0.000,0.999,0.999,0.998,0.995,0.989,0.977,0.965,0.931,0.878,0.786,0.638,0.432,0.225,0.076,0.016,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Eff4_250mv_75C,99.990,36.744,32.410,29.732,27.556,25.774,24.536,23.547,23.305,23.709,25.529,30.442,43.657,81.660,99.990,99.990,99.990,99.990,99.990,99.990,99.990,99.990,99.990,99.990,99.990
Current4_260mv_75C,17.522,18.318,19.219,20.214,20.705,21.726,23.185,24.303,25.030,26.369,27.418,28.468,29.485,30.537,31.583,32.620,33.117,34.687,35.208,36.287,36.771,38.296,39.140,40.340,41.310
Bist4_260mv_75C,0.000,1.000,1.000,1.000,1.000,0.999,0.998,0.997,0.993,0.986,0.972,0.951,0.908,0.829,0.711,0.538,0.342,0.166,0.059,0.014,0.002,0.000,0.000,0.000,0.000
Eff4_260mv_75C,99.990,40.026,34.994,31.550,28.279,26.393,25.367,24.209,22.950,22.482,22.006,21.796,22.173,23.666,26.941,34.892,52.964,99.990,99.990,99.990,99.990,99.990,99.990,99.990,99.990
Current4_270mv_75C,18.320,18.009,19.861,20.079,21.393,22.460,23.241,24.620,26.105,27.326,27.873,28.789,30.034,31.109,31.947,33.292,34.926,35.498,36.564,38.098,39.296,39.874,41.509,42.044,42.631
Bist4_270mv_75C,0.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.999,0.998,0.996,0.991,0.983,0.965,0.933,0.887,0.807,0.684,0.520,0.338,0.184,0.073,0.022
Eff4_270mv_75C,99.990,40.860,37.553,32.542,30.337,28.311,26.367,25.392,24.681,23.857,22.606,21.817,21.388,20.944,20.493,20.602,21.223,21.608,23.350,27.461,35.699,53.509,98.377,99.990,99.990
Current4_280mv_75C,18.729,19.428,20.308,20.908,21.951,23.678,24.718,25.923,26.486,28.177,28.406,30.447,30.677,32.729,33.895,35.027,36.179,37.315,37.983,39.590,40.190,41.870,43.053,44.211,45.305
Bist4_280mv_75C,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.999,0.999,0.997,0.993,0.986,0.973,0.953,0.919,0.866,0.784,0.655
Eff4_280mv_75C,55.085,45.713,39.819,35.139,32.281,30.952,29.081,27.725,25.968,25.500,23.874,23.880,22.559,22.654,22.166,21.716,21.351,21.044,20.600,20.811,20.667,21.430,22.500,24.584,29.051
Current4_290mv_75C,19.348,19.871,20.319,21.996,23.128,23.702,25.451,26.031,27.192,28.182,29.558,31.355,31.938,33.717,33.795,35.496,36.568,37.171,39.015,40.108,41.999,43.222,44.400,45.137,46.798
Bist4_290mv_75C,0.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.999,0.998,0.997,0.994,0.988,0.979,0.963
Eff4_290mv_75C,99.990,48.425,41.265,38.288,35.227,32.090,31.012,28.835,27.611,26.415,25.726,25.471,24.322,24.167,22.878,22.766,22.280,21.576,21.623,21.287,21.388,21.202,21.065,20.802,21.143
Current4_300mv_75C,19.794,20.558,21.557,22.681,23.864,25.077,26.285,26.904,28.751,29.999,30.610,32.470,33.709,34.978,36.236,37.465,38.084,38.880,39.510,41.760,42.674,44.244,46.007,46.770,47.962
Bist4_300mv_75C,0.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.999,0.998
Eff4_300mv_75C,99.990,51.827,45.287,40.842,37.601,35.121,33.132,30.829,30.200,29.087,27.560,27.285,26.556,25.935,25.375,24.855,24.002,23.338,22.638,22.887,22.414,22.311,22.312,21.851,21.626
Current4_310mv_75C,20.243,21.100,22.151,23.353,24.590,24.582,26.471,27.472,29.032,30.299,31.314,31.979,34.167,35.790,37.442,38.088,39.216,41.326,42.625,43.919,45.263,45.808,47.226,48.458,50.336
Bist4_310mv_75C,0.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
Eff4_310mv_75C,99.990,54.965,48.086,43.454,40.036,35.576,34.479,32.530,31.512,30.358,29.134,27.769,27.815,27.422,27.094,26.110,25.540,25.632,25.236,24.872,24.565,23.866,23.659,23.378,23.417
Current4_320mv_75C,20.979,21.618,22.176,24.016,24.773,25.921,27.155,27.828,29.867,31.168,31.892,33.856,35.166,36.542,38.596,39.252,41.278,41.432,43.303,44.607,46.223,47.296,48.610,49.617,51.313
Bist4_320mv_75C,0.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
Eff4_320mv_75C,99.990,58.133,49.694,46.129,41.636,38.724,36.510,34.015,33.464,32.236,30.628,30.347,29.551,28.901,28.830,27.777,27.750,26.527,26.465,26.077,25.895,25.437,25.138,24.708,24.640
Current4_330mv_75C,31.138,22.654,23.582,24.313,26.122,26.785,28.849,29.526,31.604,33.015,34.391,35.845,37.221,38.023,39.310,41.389,42.823,44.280,45.730,46.572,48.525,49.977,50.675,52.798,53.865
Bist4_330mv_75C,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
Eff4_330mv_75C,99.990,62.822,54.495,48.160,45.275,41.265,40.001,37.218,36.517,35.213,34.060,33.134,32.255,31.013,30.281,30.204,29.688,29.236,28.821,28.076,28.034,27.718,27.024,27.114,26.674
Current4_340mv_75C,33.827,23.184,24.270,25.582,26.240,27.632,28.973,29.692,31.904,33.644,34.821,35.914,37.728,39.898,41.406,42.865,44.395,45.113,47.312,48.825,50.276,51.792,52.588,54.765,55.483
Bist4_340mv_75C,0.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
Eff4_340mv_75C,99.990,66.241,57.785,52.209,46.858,43.861,41.390,38.561,37.981,36.971,35.532,34.203,33.686,33.528,32.862,32.229,31.711,30.689,30.722,30.326,29.926,29.596,28.895,28.976,28.308
Current4_350mv_75C,23.511,23.946,24.348,26.385,27.112,28.494,29.625,31.438,32.905,34.120,35.903,38.150,38.856,39.615,41.922,43.378,44.963,46.438,47.664,49.509,50.991,52.119,54.074,55.549,57.909
Bist4_350mv_75C,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
Eff4_350mv_75C,86.436,70.429,59.676,55.430,49.838,46.559,43.566,42.029,40.325,38.597,37.714,37.402,35.713,34.269,34.250,33.574,33.061,32.519,31.861,31.655,31.244,30.658,30.585,30.255,30.414
Current5_250mv_75C,17.299,17.655,19.064,20.020,20.508,21.487,22.669,23.463,24.459,25.152,26.468,27.447,28.643,28.940,30.280,30.933,31.470,31.499,31.089,29.398,27.128,24.740,22.230,20.204,17.458
Bist5_250mv_75C,0.999,0.997,0.991,0.976,0.943,0.864,0.677,0.383,0.116,0.014,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Eff5_250mv_75C,45.481,37.216,33.694,30.790,28.546,29.014,35.155,58.510,99.990,99.990,99.990,99.990,99.990,99.990,99.990,99.990,99.990,99.990,99.990,99.990,99.990,99.990,99.990,99.990,99.990
Current5_260mv_75C,18.849,18.116,19.120,20.162,21.220,22.256,23.316,24.366,24.900,26.490,27.534,28.605,29.657,29.944,31.215,32.207,33.035,33.971,34.513,34.692,34.678,32.289,31.329,30.103,26.035
Bist5_260mv_75C,0.000,1.000,0.999,0.998,0.994,0.982,0.957,0.892,0.748,0.511,0.229,0.047,0.005,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Eff5_260mv_75C,99.990,39.591,34.841,31.529,29.163,27.508,26.623,27.119,30.317,43.544,93.913,99.990,99.990,99.990,99.990,99.990,99.990,99.990,99.990,99.990,99.990,99.990,99.990,99.990,99.990
Current5_270mv_75C,18.080,18.572,19.283,20.339,21.959,23.029,23.579,24.656,26.331,27.431,27.980,28.749,30.191,31.275,32.118,33.486,34.285,35.681,36.717,37.529,38.898,39.263,39.488,39.191,38.419
Bist5_270mv_75C,1.000,1.000,1.000,1.000,1.000,0.999,0.999,0.995,0.987,0.962,0.911,0.784,0.587,0.339,0.111,0.023,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Eff5_270mv_75C,51.278,42.139,36.461,32.963,31.144,29.044,26.789,25.567,25.233,24.895,24.887,27.723,36.462,61.507,99.990,99.990,99.990,99.990,99.990,99.990,99.990,99.990,99.990,99.990,99.990
Current5_280mv_75C,31.631,19.397,20.614,21.655,22.725,23.278,24.430,25.528,26.549,28.408,29.563,30.702,31.650,33.010,34.150,35.313,36.484,37.655,38.789,39.950,41.057,41.486,42.596,43.349,43.845
Bist5_280mv_75C,0.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.998,0.995,0.987,0.965,0.925,0.836,0.676,0.459,0.225,0.072,0.011,0.000,0.000,0.000,0.000,0.000
Eff5_280mv_75C,99.990,45.641,40.420,36.396,33.421,30.430,28.743,27.306,26.036,25.751,24.957,24.398,24.123,24.697,26.691,32.345,46.803,93.879,99.990,99.990,99.990,99.990,99.990,99.990,99.990
Current5_290mv_75C,22.343,20.076,20.453,20.987,22.815,24.432,25.718,26.360,27.582,28.662,29.904,31.634,31.806,33.433,34.603,35.965,37.002,38.180,39.592,40.581,41.799,42.949,43.684,45.280,46.327
Bist5_290mv_75C,0.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.999,0.998,0.994,0.986,0.967,0.926,0.846,0.701,0.513,0.269,0.104,0.015,0.001,0.000
Eff5_290mv_75C,99.990,48.926,41.536,36.532,34.749,33.078,31.337,29.200,28.007,26.867,26.032,25.711,24.268,24.105,23.757,23.850,24.345,26.175,31.271,41.916,79.024,99.990,99.990,99.990,99.990
Current5_300mv_75C,25.626,20.737,21.791,21.907,23.533,24.733,25.483,27.211,28.432,30.329,31.337,32.132,32.754,34.668,36.575,37.858,39.103,40.381,41.588,41.923,43.504,44.721,45.673,47.225,48.442
Bist5_300mv_75C,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.999,0.998,0.993,0.983,0.965,0.924,0.845,0.685,0.491,0.279
Eff5_300mv_75C,80.755,52.279,45.780,39.449,37.079,34.641,32.121,31.182,29.866,29.407,28.215,27.001,25.806,25.709,25.625,25.145,24.706,24.416,24.248,23.800,24.729,26.695,32.336,44.884,78.218
Current5_310mv_75C,28.361,20.940,22.571,22.934,24.343,25.596,26.682,28.143,29.418,30.583,32.659,33.306,34.565,35.234,37.172,38.445,40.456,41.800,43.045,44.476,45.799,47.087,48.418,49.766,51.043
Bist5_310mv_75C,0.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.999,0.998,0.996,0.989,0.981,0.946,0.888
Eff5_310mv_75C,99.990,54.549,48.999,42.674,39.635,37.044,34.754,33.325,31.931,30.642,30.385,28.921,28.139,26.996,26.899,26.356,26.349,25.934,25.506,25.237,24.952,24.794,24.721,25.365,26.746
Current5_320mv_75C,21.554,21.976,22.531,24.366,25.621,26.908,27.991,29.568,30.885,32.139,33.494,34.921,36.267,37.648,39.024,40.363,41.075,43.125,43.797,45.832,46.503,47.964,47.964,51.228,51.920
Bist5_320mv_75C,0.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.999,0.998,0.996,0.990
Eff5_320mv_75C,99.990,59.095,50.489,46.801,43.060,40.199,37.635,36.141,34.605,33.240,32.167,31.301,30.476,29.776,29.149,28.563,27.614,27.612,26.768,26.796,26.063,25.816,24.847,25.606,25.186
