Data taken at Thu Jul 18 17:19:54 2024
Throughput(Mhz),100.000,150.000,200.000,250.000,300.000,350.000,400.000,450.000,500.000,550.000,600.000,650.000,700.000,750.000,800.000
Phase0_0_75C,35.045,27.671,24.190,22.185,21.074,20.302,20.011,19.899,19.807,20.125,20.363,20.811,21.278,21.861,22.584
Phase1_-16_75C,34.145,26.965,23.484,21.324,20.219,19.431,19.112,19.300,19.427,19.878,20.237,20.749,21.193,21.751,22.405
Phase2_-32_75C,33.968,26.850,23.381,20.971,19.823,19.083,19.001,19.232,19.375,19.834,20.167,20.651,21.115,21.637,22.250
Phase3_-48_75C,33.811,26.853,23.101,20.860,19.381,19.006,18.972,19.212,19.492,19.923,20.410,21.059,21.720,22.676,23.308
Phase4_0_75C,35.034,27.914,24.318,22.448,21.134,20.347,20.145,19.845,19.701,19.665,19.842,19.940,20.076,20.296,20.693
Phase5_0_75C,34.264,27.277,23.450,21.230,19.941,19.395,19.173,19.329,19.317,19.730,19.977,20.076,20.344,20.595,20.673
Phase6_0_75C,29.327,23.237,18.060,13.969,12.866,14.366,13.525,12.510,9.296,7.124,9.118,7.248,13.211,12.811,8.489
Phase7_0_75C,34.768,27.328,23.427,21.287,19.987,19.375,19.141,19.369,19.360,19.613,19.842,20.034,20.374,20.736,20.784
